TITLE,CATEGORY,PUBLISHER,HOSTNAME
"'Mad Men' Season 7 premiere: Don, Peggy, Roger keep hangin' on — barely",e,Tampabay.com \(blog\),www.tampabay.com
Andy Samberg returns to 'SNL'...as host,e,Newsday \(blog\),www.newsday.com
'Cabaret': Theater review,e,New York Daily News,www.nydailynews.com
Researchers Observe Gnarly Waves In Arctic Ocean For First Time,t,Huffington Post,www.huffingtonpost.com
Gary Oldman Apologizes Again For Defending Mel Gibson & Alec Baldwin,e,Access Hollywood,www.accesshollywood.com
Reynolds American's (RAI) CEO Susan Cameron on Q2 2014 Results - Earnings  ...,b,Seeking Alpha \(registration\),seekingalpha.com
Monday's PSN maintenance rescheduled for tomorrow,t,VG247,www.vg247.com
eBay s results top Wall Street targets but outlook disappoints,b,Jagran Post,post.jagran.com
"Heroin users are 90 percent white, living outside urban areas",m,West Hawaii Today,westhawaiitoday.com
Samsung Galaxy S5 Mini Duos: Yet another Flipkart-exclusive coming soon,t,Tech2,tech.firstpost.com
Growing old? Roll back the years with transfusions of young blood,m,The Province,www.theprovince.com
Five strategies to get the most Social Security,b,MarketWatch,www.marketwatch.com
"Review: Samsung Galaxy Grand 2 – Design, Prices, Battery Life & Specs",t,The Gamer Headlines,www.gamerheadlines.com
Hayden Panettiere reportedly pregnant with Wladimir Klitschko's baby,e,Los Angeles Times,www.latimes.com
T-Mobile Activates VoLTE in Seattle,t,Converge Network Digest,www.convergedigest.com
"With Beats, Apple buys the unobtainable: street cred",t,Cult of Mac,www.cultofmac.com
iOS 8 gives apps more power than ever – but Cupertino's still in control,t,Stuff.tv,www.stuff.tv
Samsung Galaxy Note 3 – Should You Wait For Galaxy Note 4?,t,The Fuse Joplin,thefusejoplin.com
Bitcoin software update fixes transaction ID malleability bugs,b,Help Net Security,www.net-security.org
"Caterpillar avoided paying over 2 billion in taxes, Sen. Levin says",b,Fox News,www.foxnews.com
'Adrian Mole' author Townsend dies at 68,e,U.TV,www.u.tv
Treatment for early-stage prostate cancers questioned in new studies,m,ModernHealthcare.com,www.modernhealthcare.com
True Detective Finale Crashes HBO GO,e,PC Magazine,www.pcmag.com
More Thoughts about Potential for QE from the ECB,b,Credit Writedowns,www.creditwritedowns.com
'Pink Moon' turns 'blood moon' red tonight in full lunar eclipse,t,The Albany Herald,www.albanyherald.com
The BatteryBox promises to double your MacBook Air's battery life,t,Digital Trends,www.digitaltrends.com
"Apple-Samsung Jurors Say Google's Role Intriguing, but Didn't Determine  ...",t,Re\/code,recode.net
Caterpillar Inc. Avoided $2.4B in US Taxes: Senate Report,b,KMBZ,www.kmbz.com
"I'll tell you what I really, really want...not to be lectured to by smug stars",e,Herald.ie,www.herald.ie
Medina churches see value of collaboration,e,The Daily News Online,thedailynewsonline.com
'Blood Moon' Lunar Eclipse,t,Santa Rosa Press Democrat,www.pressdemocrat.com
Got A Rash? Your iPad May be to Blame,m,Indiatimes.com,www.indiatimes.com
'Mad Men' Star Jon Hamm And 'Ant-Man' Lead Paul Rudd Were Romantic Rivals  ...,e,Fashion \& Style,www.fashionnstyle.com
Brain scanner can detect signs of hope in vegetative-state patients,m,The Times \(subscription\),www.thetimes.co.uk
AbbVie Merging With Shire to Avoid US Taxes,b,The Epoch Times,www.theepochtimes.com
Tax deadline Tuesday: 6 last-minute reminders for checking returns,b,OCRegister,www.ocregister.com
Warren Buffett defends quiet way he objected to Coca-Cola's executive  ...,b,Edmonton Journal,www.edmontonjournal.com
50 Shades Trailer Prank On The Roots By Jimmy Fallon,e,WebProNews,www.webpronews.com
AP Top News at 9:00 am EDT,b,FireEngineering.com,www.fireengineering.com
Apple stays atop global 'PC' market in Q1; Lenovo on the rise,t,CNET,www.cnet.com
"Watch: Jimmy Fallon, Gov. Christie demonstrate 'dad dancing'",e,KOB.com,www.kob.com
"Rapper Wiz Khalifa arrested in Texas for marijuana possession, tweets 'jail selfie'",e,Dallas Morning News,www.dallasnews.com
Hillshire Farms gets engaged to Mrs. Buttersworth,b,Kansas City Business Journal \(blog\),www.bizjournals.com
Gilead Offers Egypt New Hepatitis C Drug at 99 Percent Discount,m,TheBody.com,www.thebody.com
"'Dancing With the Stars': Perfect pair is sent home, and other shockers",e,San Jose Mercury News,www.mercurynews.com
Olivia Palermo reveals secret marriage,e,MSN NZ News,entertainment.msn.co.nz
"Twitter turns 8, find your first tweet",t,KREM.com \(registration\),www.krem.com
Comcast sees $2.5 billion more in buybacks if deal approved,t,NorthJersey.com,www.northjersey.com
Weekend box office: 'Captain America' rises on the third weekend,e,L.A. Biz,www.bizjournals.com
"U.S. economy takes positive turn in second quarter, GDP up 4 percent",b,TheCelebrityCafe.com,thecelebritycafe.com
VIDEO: Transportation secretary urges Congress to act on Highway Trust Fund,b,Washington Examiner,washingtonexaminer.com
Two Young Unknowns Cast in Star Wars Episode VII After Open Auditions,e,The Mary Sue,www.themarysue.com
E-cigarettes added to smoke-free policy at county fair,m,Salem Leader,www.salemleader.com
Toby Kebbell for 'Fantastic Four' Villain Dr. Doom,e,RopeofSilicon.com,www.ropeofsilicon.com
More vials of biological agents found in forgotten storage room: FDA,m,Xinhua,news.xinhuanet.com
Jump back 'Get On Up' struggles to keep up with its famously funky subject,e,The New Orleans Advocate,www.theneworleansadvocate.com
Alicia Keys instagrams announcement of second child with husband Swizz Beats,e,Examiner.com,www.examiner.com
Tech: Study: Teens Are Not Fleeing F…,t,Adweek,www.adweek.com
More GM Recalls: Suzuki Forenzas Made by GM Are Fire Hazards,t,The Epoch Times,www.theepochtimes.com
"Star Wars: Episode VII gets an official timeline, Marvel crossover prank",e,A.V. Club,www.avclub.com
"Lea Michele Pregnant? Nope, Just Another Twitter Hack",e,Contactmusic.com,www.contactmusic.com
Chechen leader denies sending troops to Ukraine,b,Olean Times Herald,www.oleantimesherald.com
James Franco And Seth Rogen Spoof Kimye's Disputed Vogue Cover [PHOTO],e,International Business Times,www.ibtimes.com
"US FDA approves ""Star Wars"" robotic arm for amputees",m,Toronto Sun,www.torontosun.com
"Zac Efron Attacked On Skid Row! After Rehab Stint, Drug Rumors Persist As  ...",e,Hollywood Take,www.hollywoodtake.com
Charlie Sheen Slams Rihanna After the Singer Refuses to Meet His Fiancée  ...,e,In Touch Weekly,www.intouchweekly.com
Asheboro native cast as Anna in ABC's 'Once Upon a Time',e,myfox8.com,myfox8.com
"S&P 500 Movers: AGN, SYK",b,NASDAQ,www.nasdaq.com
Facebook finally apologises for secretly manipulating nearly 1m people's  ...,t,Daily Mail,www.dailymail.co.uk
"Record month for Jeep Patriot sales, Dart lagging",b,Rockford Register Star,www.rrstar.com
UK firm to offer free basic tracking services for planes,b,PanARMENIAN.Net,www.panarmenian.net
Don't Be Fooled by the “Everything is Awesome” Market,b,TIME,time.com
Former WWE Diva Stacy Keibler Marries In Secret Ceremony To Jared Pobre,e,Contactmusic.com,www.contactmusic.com
Wall Street opens lower on growth concerns,b,KFGO,kfgo.com
US scientists launch wake-up campaign on climate change,t,Business Mirror,www.businessmirror.com.ph
Study: Autism may begin during pregnancy,m,WPTV,www.wptv.com
"ECB's negative rates experiment will buy time, but brings danger",b,The Conversation,theconversation.com
"Apple awarded $119M, but who's winning the fight? | Malaysia Sun",t,Malaysia Sun,www.malaysiasun.com
Yukos Oil investors win $50bn payout,b,Independent Online,www.iol.co.za
REFILE-UPDATE 2-Venture capitalist Draper wins US bitcoin auction,b,Reuters,in.reuters.com
Win a 'Cesar Chavez' Script and Poster Signed by Diego Luna,e,TakePart,www.takepart.com
Google data mining messages: Google sued for data-mining students' email,t,Examiner.com,www.examiner.com
Selena Gomez and Orlando Bloom spotted sweet and cozy together at  ...,e,Techsonia,www.techsonia.com
BRITNEY SPEARS WITHOUT AUTO-TUNE IS AN ABSOLUTE NIGHTMARE,e,Baeble Music \(blog\),www.baeblemusic.com
Facebook Slingshot worldwide release snubs Windows Phone,t,Product Reviews,www.product-reviews.net
Goodbye 'Dickie' Attenborough,e,Boston Herald,bostonherald.com
Is love in the 'Stars'? Decode Maks' and Meryl's body language,e,Detroit Free Press,www.freep.com
Kim Kardashian blonde wig selfie more popular than World Cup news,e,Examiner.com,www.examiner.com
Ed Davey: Climate Group speech in full,t,Business Green,www.businessgreen.com
Euro Continues Fall After Draghi Comments on ECB Easing Policy--Update,b,Capital.gr \(press release\),english.capital.gr
"Delhi Surpassing Beijing in Air Pollution,WHO Report Inaccurate, Says Indian  ...",t,"International Business Times, India Edition",www.ibtimes.co.in
Kiefer Sutherland Almost Made Freddie Prinze Jr. Quit Acting,e,Vulture,www.vulture.com
Oil rises as investors await US inventory report,b,Nzweek,www.nzweek.com
Expectations for ECB QE mount after inflation tumbles,b,Investment Week,www.investmentweek.co.uk
Wall St falls in broad selloff; Twitter tumbles,b,Business Standard,www.business-standard.com
Mortgage Settlement Hits Citigroup Net Income,b,ABC News,abcnews.go.com
"With Oprah looking on, Nate Berkus and husband make history at New York  ...",e,Gay Star News,www.gaystarnews.com
Fed-Ex Faces a Criminal Idictment,b,WBKO,www.wbko.com
'Duck Dynasty' star Phil Robertson repeats his beliefs about 'homosexual  ...,e,NewsOK.com,newsok.com
Taxpayers Paid $5.6 Million for Climate Change Games,t,Washington Free Beacon,freebeacon.com
"At WPC 2014, Microsoft Re-Focuses on Cloud Services with Partner Program  ...",t,Web Host Industry Review,www.thewhir.com
Massachusetts Goes Back To Square One As It Scraps $69 Million Health  ...,b,CRN,www.crn.com
Beyoncé and Jay Z reveal secret wedding footage during 'On the Run' tour,e,Digital Spy UK,www.digitalspy.co.uk
Ex-Executive Sues Beats Electronics Ahead of Possible Sale to Apple,t,Wall Street Journal,stream.wsj.com
Vegas gas prices inch closer to $4 mark,t,KVVU Las Vegas,www.fox5vegas.com
Pfizer hints hostile bid for AstraZeneca,b,Ninemsn,finance.ninemsn.com.au
'Grey's Anatomy Season 10 Spoilers: Sandra Oh Murdered Finale; Christina  ...,e,Classicalite,www.classicalite.com
"As Giant US IPO Nears, Alibaba's China E-Commerce Crown Slips",b,The Business of Fashion,www.businessoffashion.com
2015 Corvette Z06 Convertible Unveiled Ahead of NYIAS,t,Motorward,www.motorward.com
Google Street View Now Acts As A Digital Time Machine,t,PSFK,www.psfk.com
McDonald's Could Face Liability Charges for Labor Practices,b,The Utah People's Post,www.utahpeoplespost.com
"Running Increases Lifespan, improves heart condition",m,States Chronicle,stateschronicle.com
Cult Fan Favorite “Community” to create new season on Yahoo Screen,e,Canadian Reviewer,www.canadianreviewer.com
Oil edges lower for second straight weekly decline,b,MarketWatch,www.marketwatch.com
"IRS rules Bitcoin is property, not currency",b,Boston Globe,www.bostonglobe.com
Meteor shower could put on a dazzling show in the sky this weekend,t,KSFY,www.ksfy.com
Miniature dialysis machine saving babies' lives,m,RTE.ie,www.rte.ie
New 'Transformers' film rakes in $100M in opening weekend,e,KMBC Kansas City,www.kmbc.com
"'Modern Family,' 'Breaking Bad' win top Emmys, fending off challenges from  ...",e,Omaha World-Herald,www.omaha.com
Play As Ripley In The Alien: Isolation Nostromo Edition,e,TheSixthAxis,www.thesixthaxis.com
Harrison Ford's Ankle Injury Forces Two-Week Hiatus On Star Wars: Episode VII,e,Entertainmentwise,www.entertainmentwise.com
Kids entertainer Rolf Harris guilty of sexually assaulting girls,e,TheChronicleHerald.ca,thechronicleherald.ca
"Malware aims at US, Europe energy sector, say researchers",t,Channel News Asia,www.channelnewsasia.com
Kim Kardashian: I Never Thought About Racism Until I had a Mixed-Race Baby,e,International Business Times UK,www.ibtimes.co.uk
Gold returns to safe-haven mode,b,Resource Investor,www.resourceinvestor.com
Should You Buy General Dynamics (GD) Ahead of Earnings? - Tale of the Tape,b,NASDAQ,www.nasdaq.com
Average retail gas prices in New York up 4 cents per gallon,t,Troy Record,www.troyrecord.com
PayPal with Fingerprint Authentication and PayPal App Now Available Globally  ...,t,Stockhouse,www.stockhouse.com
Joss Whedon's latest film became a digital rental on Vimeo minutes after it  ...,e,Geek,www.geek.com
Kaderka: Deepwater Horizon disaster continues to harm environment,b,Chron.com,www.chron.com
Merger creates world's top banana firm,b,Trading Room,www.tradingroom.com.au
Amazon Fire Phone: What You Need to Know,t,Motley Fool,www.fool.com
Watch Dogs Is Full Of Memes,t,Kotaku,kotaku.com
Arbitrage Alert Triggered as Shanghai-Hong Kong Gap Grows,b,Businessweek,www.businessweek.com
(LEAD) Japanese head for N. Korea to visit graves of kin,e,Yonhap News,english.yonhapnews.co.kr
UN Climate Report A Balance Of Science And Politics,t,Huffington Post,www.huffingtonpost.com
USD/JPY Drops Below 101.00 As BOJ Refrains From Further Stimulus,b,Investing.com,www.investing.com
"Nintendo Posts Bigger Quarterly Loss as Wii U, 3DS Sales Slump",t,Hollywood Reporter,www.hollywoodreporter.com
Google Hunts for Space in New York's Soho for First Retail Store,t,The Business of Fashion,www.businessoffashion.com
Florida to Beachgoers: Beware Flesh-Eating Bug,m,Newser,www.newser.com
​China and Russia ink $430bn gas deal,b,Ferret,www.ferret.com.au
FCC launches its own investigation into T-Mobile bill 'cramming' (updated),t,VentureBeat,venturebeat.com
Visa and MasterCard cease processing Russia's Bank Rossiya credit-card  ...,b,Balkans.com Business News,www.balkans.com
One of the most Earth-like planets in the galaxy has been discovered 'a stone's  ...,t,The Independent,www.independent.co.uk
Families' anger as jet hunt goes on,b,Belfast Telegraph,www.belfasttelegraph.co.uk
"Housing market on the South Shore recovering, but still below peak",b,The Patriot Ledger,www.patriotledger.com
7 places to get Tax Day freebies and deals,b,Newsday,www.newsday.com
'Godzilla': 5 Things Roland Emmerich's 1998 Version Did Better,e,TheWrap,www.thewrap.com
Report: More acidic seawater poses risks to fisheries in Alaska,t,Deseret News,www.deseretnews.com
Laverne Cox Makes Glamorous 2014 Emmys Red Carpet Entrance,e,Huffington Post Canada,www.huffingtonpost.ca
HTC One (M8) vs Samsung Galaxy S5 vs Sony Xperia Z2: Who rules the roost?,t,Digital Spy UK,www.digitalspy.co.uk
Warning from Homeland Security: Use another browser until Internet Explorer  ...,t,Florida Times-Union,members.jacksonville.com
Windows RT Users Get Help Upgrading to Windows RT 8.1,t,Windows IT Pro,windowsitpro.com
Dinosaur Discovery: 66 Million Year Old 'Chicken from Hell' Fossil Found in US,t,International Business Times UK,www.ibtimes.co.uk
Microsoft Corporation (MSFT) Owned Windows Phone OS 8.1 Reached 3.1  ...,t,Dazeinfo,www.dazeinfo.com
You'll never guess what Facebook clamped down on,t,Telegraph.co.uk,www.telegraph.co.uk
Miley Cyrus has postponed her US tour until August,e,Belfast Telegraph,www.belfasttelegraph.co.uk
Gear Live: Hands On with Android Wear,t,Tom's Hardware Guide,www.tomshardware.com
Tesla To Offer 'Affordable' Cars By 2015 [VIDEO],b,Forbes,www.forbes.com
"E-cigarettes must be regulated, say experts",m,Practice Business,www.practicebusiness.co.uk
Tom Hanks Parties with Justin Bieber at Scooter Braun's Wedding,e,ABC News,abcnews.go.com
"Watch: First Trailer For ""Jersey Boys""",e,VVN Music,www.vintagevinylnews.com
Miley Cyrus Takes A Trip On LSD For Flaming Lips' Superfreak! Watch The  ...,e,PerezHilton.com,perezhilton.com
Mates face court over 7m insider trading,b,Sky News Australia,www.skynews.com.au
'Girls Gone Wild' Creator Lands In The Slammer Again,e,Daily Caller,dailycaller.com
Bogus tax refunds hit $4B and growing,b,Seattle Daily Journal of Commerce \(subscription\),www.djc.com
2 planes nearly collide at Bush IAH,b,KPRC Houston,www.click2houston.com
Murder trial of Oscar Pistorius to resume after 30-day observation at psychiatric  ...,m,Prince George Citizen,www.princegeorgecitizen.com
